date,load_shedding_stage,daily_hours_shed,monthly_gwh_lost
2023-09-30 14:19:14.114173,2,6.294647300880098,818.580212843445
2023-10-31 14:19:14.114173,4,14.811358412030867,2510.6995351833816
2023-11-30 14:19:14.114173,4,14.816205290991707,2657.118094473441
2023-12-31 14:19:14.114173,2,5.484473475685935,793.5705452710838
2024-01-31 14:19:14.114173,4,11.656822196176899,2090.437539767123
2024-02-29 14:19:14.114173,4,10.409459345675506,1782.9071747518215
2024-03-31 14:19:14.114173,3,10.863172288534773,1406.6196897810235
2024-04-30 14:19:14.114173,4,11.950256508417844,1969.4566227596008
2024-05-31 14:19:14.114173,5,15.629788204485953,2442.372869501968
2024-06-30 14:19:14.114173,6,17.781926963298282,2724.057792983212
2024-07-31 14:19:14.114173,4,10.030570122235725,1601.5369567806335
2024-08-31 14:19:14.114173,3,11.90116476261228,2128.9646540099966
2024-09-30 14:19:14.114173,2,6.203039538245697,815.295378385522
2024-10-31 14:19:14.114173,2,7.879028336577768,1392.004473142532
2024-11-30 14:19:14.114173,2,4.901816223227998,688.1721297587459
2024-12-31 14:19:14.114173,4,15.20156488470127,2530.134165398998
2025-01-31 14:19:14.114173,4,10.5824222662439,1447.523200724993
2025-02-28 14:19:14.114173,3,7.977402205100027,1075.7193270476694
2025-03-31 14:19:14.114173,3,10.278863038406893,1271.6919239803117
2025-04-30 14:19:14.114173,2,7.013707331992025,1126.816188061474
2025-05-31 14:19:14.114173,3,11.812678809554345,1676.2624062169307
2025-06-30 14:19:14.114173,4,15.642386235377256,2280.2435625381167
2025-07-31 14:19:14.114173,4,15.448595122913103,2771.6456585333967
2025-08-31 14:19:14.114173,3,9.824517497355764,1364.7947692166063
2025-09-30 14:19:14.114173,4,11.19990860292419,1897.5089444186247
2025-10-31 14:19:14.114173,1,2.2805369798786383,349.2763241594265
2025-11-30 14:19:14.114173,2,5.547165713531075,707.2791589649306
2025-12-31 14:19:14.114173,1,2.6303437552217854,354.6202429011385
2026-01-31 14:19:14.114173,2,6.444628265358684,813.4000399425086
2026-02-28 14:19:14.114173,4,12.463325068737749,1674.9236715701354
2026-03-31 14:19:14.114173,3,6.658488896510102,1148.6780878700306
2026-04-30 14:19:14.114173,2,5.920915969905391,997.9140131110647
2026-05-31 14:19:14.114173,2,7.3518591361901295,1136.575049607001
2026-06-30 14:19:14.114173,3,9.946951823272016,1353.480263537969
2026-07-31 14:19:14.114173,5,10.6036912141356,1688.94095915559
2026-08-31 14:19:14.114173,4,8.676377711671954,1377.703386926225
