date,repo_rate,prime_rate,cpi_yoy,gdp_yoy,unemployment_rate,zar_usd
2023-09-30 14:01:43.328075,0.08002678394827213,0.11502678394827213,0.049536463887116106,0.016637471230397008,0.32172233596327143,18.48363795007169
2023-10-31 14:01:43.328075,0.0710984504337428,0.1060984504337428,0.04987073625852783,0.0200513141623915,0.3183817533716749,18.464071146286102
2023-11-30 14:01:43.328075,0.0701833787919651,0.1051833787919651,0.054195249181501724,0.019603182283498607,0.3240369549549601,18.420393060464104
2023-12-31 14:01:43.328075,0.07453304255916149,0.10953304255916149,0.057065379218521284,0.020503150450616743,0.32572558828832376,18.333182844212008
2024-01-31 14:01:43.328075,0.0708011581435918,0.1058011581435918,0.05936667277353688,0.0174545146311633,0.3225651444620811,18.04680020936021
2024-02-29 14:01:43.328075,0.0709607899367388,0.1059607899367388,0.05683029881725258,0.018407615886480808,0.327965246893679,17.945966669416098
2024-03-31 14:01:43.328075,0.07546037479736961,0.11046037479736961,0.06100279455023211,0.013202476652298074,0.3266957225871251,18.017539118768468
2024-04-30 14:01:43.328075,0.0719557605355772,0.1069557605355772,0.062314330670697436,0.019642700054965174,0.3237723393890718,17.799477673095183
2024-05-31 14:01:43.328075,0.07438762542934536,0.10938762542934537,0.06447252594989607,0.026055464619033842,0.321125193175747,17.56103909479452
2024-06-30 14:01:43.328075,0.08008431915277871,0.11508431915277871,0.06129197559001145,0.017789523695455382,0.3191050830219326,17.406951925569413
2024-07-31 14:01:43.328075,0.08142521185552512,0.11642521185552512,0.06223187278955989,0.009604753870632319,0.3207749339643674,17.75718401691175
2024-08-31 14:01:43.328075,0.08631265472375937,0.12131265472375938,0.05783702524865526,0.006278723430139833,0.3205690077998352,18.049856635180078
2024-09-30 14:01:43.328075,0.08589819832604265,0.12089819832604265,0.05969877443161288,0.005908449154182023,0.32128918119717065,18.179866187235838
2024-10-31 14:01:43.328075,0.08463545487942639,0.1196354548794264,0.06001264981162694,0.01055515077831985,0.3196576213835207,18.06698424494537
2024-11-30 14:01:43.328075,0.08603391920319182,0.12103391920319183,0.060765017202789415,0.009132663170770284,0.32150626087414386,18.274842256638976
2024-12-31 14:01:43.328075,0.08171454871944112,0.11671454871944112,0.05905348596811209,0.013583475089147277,0.3190132070147804,17.904709137547314
2025-01-31 14:01:43.328075,0.08504390354119537,0.12004390354119537,0.05995032586332008,0.007064814845641143,0.32004836681350657,18.055503778674574
2025-02-28 14:01:43.328075,0.08517756715645199,0.12017756715645199,0.05991311537445987,0.005906395494490165,0.3165275536236044,18.08505738329119
2025-03-31 14:01:43.328075,0.08129807946850305,0.11629807946850305,0.05671923272242981,0.005209925720045725,0.3198252182286181,18.566377483192692
2025-04-30 14:01:43.328075,0.08469427349862078,0.11969427349862079,0.05752944802977285,0.0007455332626397637,0.3220047907810668,18.702093818454575
2025-05-31 14:01:43.328075,0.08672560283942941,0.12172560283942942,0.0573245692772251,-0.003274418991354725,0.32119976875677536,18.61246823610937
2025-06-30 14:01:43.328075,0.08574397532461904,0.12074397532461904,0.05457200954865596,-0.0006828470400365196,0.3217945430998904,18.664924396224194
2025-07-31 14:01:43.328075,0.08386067464729574,0.11886067464729574,0.0568246973076149,0.0005553478117328488,0.31995976533978826,18.51277483143531
2025-08-31 14:01:43.328075,0.08498729598775931,0.11998729598775931,0.05426417625100191,0.004458805549651701,0.3186544771352431,18.60513504315342
2025-09-30 14:01:43.328075,0.08025446552237156,0.11525446552237156,0.05293190451928829,-0.0041209667862808705,0.31936910777404703,18.513940967109797
2025-10-31 14:01:43.328075,0.07678709298938302,0.11178709298938302,0.0492873120140518,0.0023188618653042607,0.3226635074606102,18.67189031033681
2025-11-30 14:01:43.328075,0.08065652052977117,0.11565652052977117,0.04600929736258386,0.009980787260888285,0.31733221460391214,18.876648353782485
2025-12-31 14:01:43.328075,0.08174406418809839,0.11674406418809839,0.047081926243534473,0.018917724895439608,0.3162757079049757,18.639988094764217
2026-01-31 14:01:43.328075,0.08554779656039765,0.12054779656039766,0.05212090751775993,0.018678996486779287,0.3186147289107095,18.940418285126793
2026-02-28 14:01:43.328075,0.08627857636303556,0.12127857636303556,0.05108663515641402,0.01586251432574941,0.31493237504968585,18.36928987257425
2026-03-31 14:01:43.328075,0.09151228903320069,0.1265122890332007,0.05075682272540339,0.01829541936368255,0.31084070236758937,18.100167171570238
2026-04-30 14:01:43.328075,0.0885305482787748,0.1235305482787748,0.050341972550185236,0.01893690315705519,0.3140120792918738,18.265155611577775
2026-05-31 14:01:43.328075,0.09238135999365586,0.12738135999365585,0.052670398548039954,0.022947733179227815,0.3125945498288444,18.43099772453375
2026-06-30 14:01:43.328075,0.09551184039154699,0.130511840391547,0.05778759136832906,0.013061308381809637,0.31857352294390023,18.83584032611605
2026-07-31 14:01:43.328075,0.09932442622793487,0.1343244262279349,0.058794222870620895,0.011564720224517277,0.3213129187138338,18.789607051307918
2026-08-31 14:01:43.328075,0.10450324826360435,0.13950324826360436,0.05871978511498177,0.012502580689058533,0.32172785495160344,18.772561135423793
