date,jse_alsi,jse_property,sovereign_cds_bps,gold_price_zar,platinum_price_zar,coal_price_zar
2023-09-30 14:02:34.694491,73095.23752744305,2438.39507168766,295.0907785425652,1224312.8792612813,1720030.1922136801,1930.8805565654623
2023-10-31 14:02:34.694491,74246.16049728688,2385.648034054694,283.43138472302945,1278328.0264130537,1862600.254135161,2009.6060196794947
2023-11-30 14:02:34.694491,69236.83452892906,2449.288694910139,305.83091243085704,1246680.7200349541,2016655.3544800119,2147.1331258285186
2023-12-31 14:02:34.694491,73652.92671642758,2561.603840246374,314.9319949332811,1154194.7040763467,2077182.862616363,2059.5407088099873
2024-01-31 14:02:34.694491,76012.33805423469,2590.509496572851,311.87227938878635,1162321.1641381315,2078274.6405022654,2159.0500135473185
2024-02-29 14:02:34.694491,75581.66826543791,2512.944613026723,298.8301429626873,1141120.1627874146,2102463.792131596,2312.3505083833156
2024-03-31 14:02:34.694491,75093.63469032492,2413.7085739691215,324.56833093095634,1143460.4838040883,1994342.63698535,2424.414079833972
2024-04-30 14:02:34.694491,76469.28921829916,2597.0605386056855,321.0206617428987,1215687.3991431638,1974591.028808703,2399.6953718429922
2024-05-31 14:02:34.694491,76110.23881348723,2678.019527115085,351.5691513083337,1173170.8535250693,1968190.6039923446,1920.3298524040706
2024-06-30 14:02:34.694491,75879.49164381699,2778.9243704940363,337.1875707084463,1208618.6803642644,1889860.4738883292,1989.6029974896603
2024-07-31 14:02:34.694491,78566.79528790814,3102.5934014900654,338.3343504562704,1253053.6410344364,1975780.9667470593,2007.3746152748035
2024-08-31 14:02:34.694491,80683.7640933462,2981.55565279642,347.6443329920796,1277249.9032024485,1843451.5865847936,1967.2851386305422
2024-09-30 14:02:34.694491,80961.37986452144,3391.99446235026,355.10753645264333,1332233.7424114281,1805736.835947813,2065.43406979457
2024-10-31 14:02:34.694491,81170.60600729837,3974.7565146078755,330.431506215666,1314970.6674563831,1616599.4484196797,2102.8269085415172
2024-11-30 14:02:34.694491,82186.40010701893,4314.080241532458,317.15025156680645,1287833.719522338,1660578.0461605168,2132.9797182762463
2024-12-31 14:02:34.694491,80675.0295137816,4500.7294094698655,313.2306472994837,1339539.525940282,1726844.9860407154,1955.2234281441104
2025-01-31 14:02:34.694491,79860.31876599207,4358.153144411487,296.1566611129988,1377866.679054062,1784896.899534543,1794.8924777553523
2025-02-28 14:02:34.694491,82122.29185704072,4584.920004241944,309.7031632905996,1450922.6338521298,2069412.9842800128,1838.9178632500805
2025-03-31 14:02:34.694491,82186.42879957955,4489.0363207616465,321.4635469177756,1466135.1495086034,2173316.9247381017,1851.0271617503338
2025-04-30 14:02:34.694491,78258.1628571485,4488.665813286369,282.3218578342104,1556523.0158199898,2077478.71628844,1870.237000628849
2025-05-31 14:02:34.694491,77240.35030714635,4428.380105295678,246.21677640874367,1545862.007758474,2378171.733254212,1892.769190244505
2025-06-30 14:02:34.694491,79773.14005997077,4496.167423815304,220.58551087234775,1494019.5437548666,2275764.6697721453,1943.9623174245733
2025-07-31 14:02:34.694491,79511.01346258407,4800.063927543134,222.93070147527578,1395387.3489212368,2372046.401104779,1952.0737355448425
2025-08-31 14:02:34.694491,79515.04378642127,4673.227905205143,263.5941520760519,1346654.0050295102,2466769.5600366793,1974.5855203483416
2025-09-30 14:02:34.694491,82073.87028771911,4453.008082865418,255.9470230666936,1389953.9592718221,2365343.5443172543,2009.1773797739509
2025-10-31 14:02:34.694491,88819.31264563523,4239.443513867927,260.96003406435307,1324451.1135501163,2541337.9764237446,2128.654195936414
2025-11-30 14:02:34.694491,86840.80060032684,4043.1259692341796,239.69779996596063,1307563.3550132404,2591975.6668296107,2068.0551368375827
2025-12-31 14:02:34.694491,92204.12200377644,3767.693454155292,218.76107564748708,1411842.811232701,2672376.416473912,2172.3127674678453
2026-01-31 14:02:34.694491,88305.670643752,3603.1782190105982,179.6165193536986,1458682.5529749214,2588766.4040306373,2261.380332197325
2026-02-28 14:02:34.694491,89461.0585554753,3847.7154225466766,179.04963439921318,1557712.0761490513,2768520.713186622,2280.282898777777
2026-03-31 14:02:34.694491,85886.12147553524,3738.9842252749727,197.99396805566644,1509100.0055354342,2657182.207570771,2220.6341469749627
2026-04-30 14:02:34.694491,91202.34206229924,3791.149836084017,190.85968164708402,1388764.2546595423,2435880.454578799,2274.9116181733943
2026-05-31 14:02:34.694491,94863.35589098827,3570.9249847718056,218.78874338000887,1468861.570764355,2621022.799701813,2400.7461465959714
2026-06-30 14:02:34.694491,99877.67313288979,3604.947438996741,222.74584043548032,1401992.8241282322,2570828.4056910723,2255.2953282856465
2026-07-31 14:02:34.694491,96981.94647153128,3307.749729542224,222.01759068421595,1410687.2460107133,2581567.282070435,2268.2524023516635
2026-08-31 14:02:34.694491,100274.06059753623,3197.3755200091177,232.36266853808638,1425717.5876768997,2847765.1701528793,2281.639614952816
